comment;
Enchendo o saco abrindo sozinho;
"Enfim, toda hora abre e atrapalha muito[.]";
Então esse aplicativo não funciona no meu aparelho meu aparelho só tem um giga de memória RAM portanto peço desenvolvedores que removam da minha loja obrigado!;
Então estar falando q esse app n e desponiel no meu cll e meu CML e o j5 prime alguem me ajuda pfv obg;
"Então eu queria q esse app funciona- se no meu cell ‘‘mas’ ’ n da n sei o pq,";
Então eu só botei duas estrelas porque a Google é ele ela comprou uma bola de cristal aparecer bola de cristal de cristal é falsa sabe por quê Porque ela disse que comprou em uma loja não muito confiável e quando a gente gira aquela bola aparece coisas que nunca vão acontecer e coisas não esperadas …;
Então eu tentei novamente num lugar fechado sem nenhum ruído próximo;
"Então preciso reiniciar o celular para ativá-lo, ‘‘mas’ ’ nem sempre funciona[.]";
"Então, o assistente estava funcionando junto com o alarme do relógio (rotina do Google assistente) de repente perdeu o som[.]";
"entra em funcionamento sem motivo, sem eu falar ok Google";
Entrar no assistente para dar ações é o mesmo que entrar a ação direto e fazer;
Entro nas configurações e está desativado mesmo eu acabando de ativar;
Entro no app e diz que n e compatível;
"entro para gravar o ok Google fica a mensagem ouvindo e não sai disso, falo por diversas vezes e ele nao grava[.]";
era bom enquanto estava funcionando agora so aparece uma mensagengem que nao esta disponivel no meu aparelho[.] j7 pro;
"Era bom,";
"Era bom, ‘‘mas’ ’ as duas últimas atualizações foram colocando falhas, vou destacar e instalar pra vê se funciona[.]";
"Era bom, não é mais... não faz mais nada se antes não por a senha! Inútil[.]";
"era excepcional, simplesmente deixou de acionar pelo ok google desinstalei e reinstalei e agora não funciona mais como antes! por ex mando adicionar algo a lista de compras e nada abrir lista de compras também nada";
"Era muito boa e inteligente, agora que atualizou para o Android 9 ela não salva mais a minha voz";
"Era para ter MELHOR DESEMPENHO, ‘‘mas’ ’ nao roda mesmo[.]";
"Erra muitos comandos, ";
Erro Esse app não está disponível neste dispositivo;
Erro grave[.];
"Erro: O recurso não esta disponivel para o idioma Vou usar arabe, se falo o portugues do Brasi? Pessimo";
esperava que a assistente fosse mais inteligente;
Espero então que o Play store resolva esse problemão que eu acho particularmente que seria desse app;
Espero mesmo que desenvolvam-no melhor;
espero novas atualizações que não seja necessário fala inglês para mexer na automação residencial;
espero que com o tempo melhorem;
espero que me ajudem;
Espero que o problema seja solucionado em breve pra mudar a avaliação;
Esquenta muito o meu celular e devora a bateria Moto G4 plus;
Essa coisa e quando falamos uma coisa ela fala n entendi eu quero que vcs arrumem;
Essa droga fica aparecendo a cada dois segundo na minha tela e não deixa eu fazer nada;
"essa google assistente podia ter outro comando de voz, OK GOOGLE ta muito ruim ahaha[.]";
Essa uma estrela representa a desativação do Google Assistente para o Português (Brasil)[.];
"ESSE APLICATIVO CONECTA DO NADA, ELE ME FAZ SAIR DE JOGOS PARA A MUSICA E EU JA TENTEI DESATIVAR ‘‘MAS’ ’ ELE CONTINUA PFV ARRUMEM ISSO ANTES Q EU COMETA UM ATAQUE DE ODIO���";
"Esse aplicativo do Demônio, assina sozinho e já me custou dinheiro em jogos! Caraaaaalhoooo! App FDP! Não tem que iniciar durante apostas de jogo!";
Esse aplicativo é muito ruim vc tem q falar ok google para ela aparecer mais vc fala qualquer outra coisa tipo bolo e ela aparece travando tudo tipo vc ta jogando ela trava seu jogo e aparece e isso é muito chato da pra arrumar isso pelo amor de deus?;
"Esse aplicativo é muito ruim, não deixou eu entrar nele";
esse aplicativo é orrivel ele nao funcionou no meu celular;
"esse aplicativo é ruim por causa que ele fica entrando do nada, mesmo se ele tá com sobrepor desligado";
Esse aplicativo é um lixo ☹☹����;
"Esse aplicativo fez eu desistalar 4 jogos meu, para dizer que seu depositivo precisa de algu";
Esse aplicativo Google assistente é muito Ruim;
Esse aplicativo inferniza a vida da minha filha no tablet dela;
"esse aplicativo ñ é bom porque, porque a gente pede para ela fazer alguma coisa é ele só mostrou coisas que ñ me interessava";
Esse aplicativo não ajuda só piora a situação;
Esse aplicativo não asseita no meu celular;
esse aplicativo não está disponível nesse aparelho;
"Esse aplicativo não está disponível no seu dispositivo então porque consegui baixar? Aliás, se é da Samsung, deveria funcionar ou é só celular top que pode ter?";
Esse Aplicativo Nao presta ainda mais do 0 estrelas;
Esse aplicativo não vai no idioma português pelo menos no meu celular!!;
"Esse App até q é bom ,mais tem um problema na ativação do Voice Match q sempre diz ta com conexão ruim mesmo com a net boa, tentem resolver isso ou me digam qual o problema e eu voi melhorar minha avaliação";
Esse App e horrível Melhora-se;
Esse app é muito ruim daria o meu rim pra fazerem um melhor ;
"Esse app é ruim nem sequer deixar entrar, quando entro mostra uma mensagem e depois saiu do aplicativo consertem isso";
Esse app ele é muito ruim eu cliquei para entrar nele e ele dizia que não era compatível com o meu dispositivo não gostei Mais eu queria muito ter esse app por favor arrumem isso AFF fui e noix aí abraço na família ���;
Esse app foi esquecido desde 2018! Agora o assistente está embutido no Google app[.];
esse app mais vou desinstalar pq tá me atrapalhando muito;
Esse app não e compativel nese despositivo;
Esse app não funciona no meu motoaurora;
Esse app quando eu entrei Tava escrito O Google Assistente não está disponível neste despositivo;
Esse Google assistente é muito burro hoje é só isso que eu posso dizer Sinceramente esse aplicativo rapaz ser melhor muito melhor não dá nem para falar direito o Google assistente já erra eu queria que ele fosse mais inteligente eu ele é muito burro odeio consertar essa parada;
Esse Google assistente É um lixo;
Esse lixo deixou im trosso no meu cell que nãp tem como tirara vcs sãp uns bostas me ferraram a google consegue ser a pior empre existente para mim;
esse negócio de só rodar em celulares tipo o 5.0 ou celulares melhores é muito chato;
esses erros deixam a desejar;
"Está aplicação não funciona como deve ser, está atualização é de 2018 e muita coisa mudou[.]";
Esta apresentando varios problemas[.];
Está baixando ‘‘mas’ ’ deve ser bom!;
Está bugado !!! Eita lasquera fiquei alegre por nada !!! ��;
Está com algums problemas nesse dispositivo meu! Eu acho! porque falou que não consegue aumentar o volume!;
está com proble;
Está com problemas para reconhecer músicas[.];
Está com problemas pra identificar minha voz falando ok Google na verdade tá sem funcionar concertem logo isso pfvr;
"está com probleminha, não está me respondendo no comando de voz, principalmente quando eu vou colocar meu despertador";
Está com um bug em que não permite que eu acesse minha lista de compras Fica repetindo que não é possível acessar pois o telefone está bloqueado ‘‘mas’ ’ o telefone está desbloqueado;
"está com um bug no registro de voz, ele não está salvando a voz";
"Esta conectando quando um personagem fala OK, quando estou assistindo na Netflix[.]";
Está cpm problemas não aparece nada na tela cpm falo com Google assistente;
Esta dando erro de conexão ao apertar em Proximo;
esta descepcionante;
Está dizendo que não está disponível no dispositivo;
"Está dizendo que não está disponível para o meu telefone, mesmo estando disponível na playstore";
"Está em inglês, não estou encontrando ele para mexer nas configuração";
ESTA EMPRESA NÃO TEM QUALIDADE E UMA EMPRESA FALHA DEVERIA MUDAR O NOME DA EMPRESA PARA IMCOMPETENTE;
Está falando q não está disponível para meu celular aaaaaaaa como assim é já tive ele antes?;
"está falando que a o app está indisponível para o meu celular eu cliquei em saiba mais e li tudo mesmo assim ele não entra , alguém me ajuda por favor que aí sim dou 5 estrelas";
esta falando que o google assistente nao esta disponivel pro meu dispostivo(galaxyj8 android8.0)ele n quer mais funcionar!!!!!;
"está faltando a aparência, se comparar com a Siri perde feio em visual";
Está funcionando muito bem no meu one vision e agora não está mais disponível para meu dispositivo;
está horrível não consigo usar em nenhum dispositivo ele entra dá erro e sai;
Está horrível pois não consigo ativar o google assistente;
"Está horrível usar o app, fica inviável de usá-lo[.]";
Esta muito instável e depois da atualização do android car deu uma bugada;
esta parando d detectar o ok google e a opcao enviar feedback nao funciona mais[.];
Está pesando meu celular sempre quando abro-o e fecho-o[.];
Está precisando de atualizações pra enchegar e se objetivos e Ser;
Está precisando de uma atualização �;
"Está precisando de uma atualização, o reconhecimento de voz está muito lento e as vezes ele ligava sozinho e a fala dela deveria ser mais fluida";
Esta ruim não está funcionando no meu celular;
Está sempre a abrir sem minha autorização e não consigo desinstalar e uma aplicação abusiva detesto si queria apagar do telemóvel;
Está Travando algumas funções do smartphone quando tenta abrir (Galaxy A70);
Está travando meu moto on vision nunca funcionou ��;
Esta travando[.];
Estava funcionando normalmente até alguns dias atrás;
"Este aplicativo não funciona no Android 9 do celular Motorola One Vision, convertem isso por favor!";
"Este aplicativo tem 2 bugs um é de responder qualquer palavra sendo que é só para responder quando dizer OK GOOGLE e eu imaginava que ele só ia responder a minha voz, o outro é que quando estou reproduzindo qualquer vídeo neste mesmo dispositivo, a assistente responde só com a palavra (ok)";
"Este app nao abri , é verdade o que Marcelo dizer";
"Este app não está disponível no meu Samsung J5 Metal, segundo a informação que aparece[.]";
"Este é um bom momento para os desenvolvedores do aplicativo, voltar a função de desbloqueio do android pelo voice match[.]";
Estou com o App instalado no meu celular ‘porem’ não consigo usar pois aparece a seguinte mensagem O google assistente não esta disponivel neste dispositivo;
estou com o mrsmo problema da Larissa também tenho assitent pré instalado;
Estou com proble;
Estou com proble;
"estou com problema na hora de ativa p voice match e para apagar ou redefinir o modelo de voz, preciso de ajuda para resolver";
Estou com problema nao consigo ligar o despertador pelo Google assistente toda vez que tento ele da erro!;
"Estou com problemas na opção voice match, ela não liga, eu faço o teste pro google reconhecer minha voz ‘‘mas’ ’ continua desligado, não hablita nunca! Gostaria que resolvessem! Meu celular é um OnePlus 5[.]";
estou com problemas no Motorola one vision o reconhecimento de fala ok Google não fuciona fui nas configurações e tentei ativar o voice match ‘‘mas’ ’ quando tento ativalo o botao simplesmente não funciona ele dica desativado tentei varias vezes e não mudou isso é um bug no app peço que dêem uma olhada;
Estou com um Redmi Note 8 e ele não está funcionando nele[.];
estou dando 1 estrela porque eu estou baixando no meu j4 plus e fala que não o google assistente não está disponível neste dispositivo se arrumar este bug para todos os aparelhos eu posso até pensar em dar 5 estrelas;
"estou dando 4 estrelas porque após eu falar as 4 vezes ok, Google não vai pra frente fica travando na quela tela";
"Estou dando uma estrela porque o assistente só funciona com a tela ligada, as vezes preciso do assistente ‘‘mas’ ’ estou com as mãos ocupadas, seria bom se pudesse ativar o assistente mesmo com a tela desligada";
"ESTOU DANDO UMA ESTRELA, PQ NÃO DÁ PARA DÁ 0 ESTRELA[.]";
"Estou decepcionado, desde a última vez que atualizei o app não consigo mais usar o voice note, é como se ele não tivesse permissão do microfone,";
"Estou decepcionado, espero que so…";
Estou extremamente triste do Google Assistente para Smartphone não ter integração com o Google Lens[.];
Estou frustrada não abre com tela bloqueada;
"Estou horas falando ok Google e não acontece NADA, vou abandonar o Android por conta desse serviço porco que o suporte ainda não ajuda em nada";
Estou me decepcionando muito com o Android;
"Estou muito desapontado com este aplicativo, antigamente este aplicativo em meu aparelho aparecia como Não Compatível, agora aparece que posso instalar, ‘‘mas’ ’ não dá para usar, eu abro ‘‘mas’ ’ não dá pra usar o Google Assistant[.]";
estou muito frustrada! Por favor arrumem isso e eu volto a instalar;
Estou muito insatisfeito com isso! Por favor dêem um jeito nisso;
Estou muito triste que o app não funciona no LG K10! Por favor arrumem isso!;
estou quase mudando paa o IOS novamente;
Estou tendo dificuldades ao utilizar o desbloqueio de tela com o match voice no meu lg k11+;
Estou tendo proble;
Estou tendo problemas com o Google Assistente não estou conseguindo configurá-lo no One Action[.];
Estou tento proble;
"Estou usando o Samsung 30 s, eu assistente não está funcionando, fiz todas as manobras para calibrar a minha voz para dizerok Googleinfelizmente ele não responde";
Eu abaixei a assistente mais nao esta entrando [.];
Eu abro o ap e ele fala que não é disponivel para meu celular sendo que meu celular já tem tudo que precisa para baixar;
Eu acabei de comprar um celular que é praticamente lançamento e o Google assistente não funciona direito;
Eu acabei de instalar o aplicativo ‘‘mas’ ’ quando eu abro fica dizendo que o meu celular não tem os aplicativos necessários sendo que eu tenho tudo atualizado!! por favor arrumem;
Eu achei ela mt lerda é mais rapido se eu pesquisar algo do que esperar 30 segundos para ela prossesar o que eu disse;
Eu achei otimo!;
eu acho que poderia ter que melhorar né porque muitas vezes a gente arruma desculpa não entendi tem que melhorar;
"Eu acho uma injustiça, porque no meu tablet não dá para entrar";
"eu adorava esse app, so que agora não é permitido no meu celular";
Eu adorava mais do nada ela liga sozinha tô vendo um filme ela liga tô falando no telefone ela apita e abre;
Eu adoro conversar com ela pena que ela transforma tudo em pesquisa;
Eu ainda não testei ‘‘mas’ ’ acho que não vou mais estalar Obrigado aninha;
Eu aperto em abrir ele não abrir;
Eu atalizei o google mais nao esta entrando e é poriso que eu dei essa nota;
Eu até gostava da Google assistente;
"Eu atualizei e agora só fica em inglês, e não adianta mudar nas configurações, pois já fiz isso e continuou igual";
Eu baixei o aplicativo;
"Eu baixo, ‘‘mas’ ’ simplesmente diz que não está Disponível para meu celular, sendo que o meu preenche todos os requisitos[.]";
eu clico em ativar e logo em seguida ele desativa[.];
"Eu consegui baixar antes, ‘‘mas’ ’ agora eu queria baixar dnv e não deu, não está dando para instalar, meu celular é 10[.]";
EU CONSIGO APERTA NO BOTÃO □ AÍ FICA FÁCIL!!!!!!;
Eu cumpri todos as regras e mesmo assim não entrou não gostei disso!!;
Eu dei 2 estrelas por que não está disponível no celular moto G5 por favor eu quero que esteja disponível em todos os celulares moto g por favor e quando tiver disponível no celular moto G eu do 5 estrelas tá por que no celular moto G7 tá disponível o app e no celular moto G5 não está disponível ain…;
Eu dei nove estrelas por que quando falo ok Google não aparese;
Eu digo ok Google e o asssistente nao me houve dou 5 estrelas se me disser como arrumar;
Eu disse que falou sobre o Google Assistência que não está disponível no Google Assistência como que eu vou fazer o Google Assistente?;
eu doida fui mudar o idioma aí ela ñ sai da língua japonesa ����������;
eu estou decepcionado pois eu chamo pela assistente e ela não me responde;
"Eu fala ok Google e ela ñ responde,só abre o pesquisa por voz,alguém me ajuda";
Eu falo ok Google e pergunto alguma coisa ‘‘mas’ ’ não sai a voz[.];
Eu falo ok google muitas vezes e nao vai consertem esse bug imediatamente;
eu falo ok Google quatro vezes e aí ele trava;
Eu fico me perguntando como é que esse aplicativo está compartive na Play stor se quando eu baixo ele é quando eu abro ele diz que não está compartivel para o meu dispositivo eu não vou reavaliar esse app e obrigado pela atenção;
"Eu fiquei ancioso para testar o Google Assistente porque nunca apareceu aqui na Play Store, depois de instalar diz que meu dispositivo precisa de alguns itens para usar o Google Assistente, fiquei desapontado com o Google :(";
"Eu gostaria de poder controlar partes do meu celular com o assistente, fora isso é muito bom";
Eu gostaria muito se eu conseguisse instalar ele aqui;
eu gostei até mais quando eu cancei de falar com ela eu descinstalei soque quando eu falo ok google ele responde se eu ja desinstalei ele eu nem aquento mais toda hora ele ficar respondendo eu quero saber como desinstala ese google asistente�����;
eu gostei muito do assistente google ‘‘mas’ ’ para pedir algo tenho sempre de abrir o aplicativo p-p;
Eu gostei so que tenho um lg k10 que é português de portugal e não tenho como mudar e vocês não tem português de portugal ai me complica porfavor arrume isso;
Eu gosto o meu celular era o j1 mini e não pega;
Eu instalei e eu tenho a versão certa de android e de Google ‘‘mas’ ’ ‘mesmo assim’ não consigo abrir e usar;
Eu instalei essa mierda e vc acredita que avisaram que mau cel que nem é antigo n pegava no msm modelo ent eu n podia ter o google assistente?! Isso é um absurdo vcs impedem de pessoas abaixarem o seu proprio app!;
Eu instalei mais Diz que meu dispositivo não é compatível MOTO C PLUS;
"Eu instalei, só q apareceu um aviso escrito não está disponível no seu dispositivo ent eu acho q poderia ser disponível para todos os celulares, coloquei uma estrela pq, no meu celular não funcionou[.][.][.][.]";
eu já desinstalei e ele n quer sair do meu celular[.];
"Eu já instalei e atualizei tudo que era necessário,";
Eu meu pede pra configurar e encalha na hora que eu tenho que repetir ok google[.];
Eu n gostei n porque não tá querendo aplicar no meu celular �;
Eu não consegui baixar o aplicativo no meu celular;
Eu não consegui pois meu celular não tinha memória suficiente ‘‘mas’ ’ o Apple parece bom;
Eu não consigo acessar ele mesmo tendo tudo que preciso no meu celular;
Eu nao consigo ativar o Google assistente toda vez que falo ok google só aparece pra eu dizer alguma coisa como no microfone do google;
"Eu não consigo ativar o Voice match, ele não responde ao meu comando ok Google, tento ativar ‘‘mas’ ’ fala que não está disponível na minha língua, pfv resolvam isso[.]";
eu não consigo entrar eu faço de tudo que pede;
"Eu não consigo entrar quando eu entro no app ele fala o Google Assistente não está disponível neste dispositivo eu tento colocar mais não entra, e eu instalei pela própria Play Store[.]”";
eu não consigo entrar que triste :(;
"Eu não consigo entrar, quando eu aperto no app, fala q não está disponível no momento, isso é mt irritante[.]";
"Eu não consigo mais desbloquear meu telefone com ok google! Antes eu fazia, agora não sei o que houve!";
"Eu não consigo por um alarme através do google assistente, sempre crasha e fecha o aplicativo quando tento atribuir um alarme";
Eu nao consigo usar alguem me ajuda!;
"Eu não consigo usar esse app no meu Multilaser ms40s, meu Android tá na versão superior ao 5.1, tem 1gb de espaço e outras coisas mais que elrs exigem ‘‘mas’ ’ mesmo aasim quando eu abro o app aparece o Google assistente não está disponível neste dispositivo";
Eu não consigo usar o Google assistente;
Eu não entendo por que na rotina personalizada o comando dizer alguma coisa não funciona[.][.];
Eu não estou conseguindo abrir o aplicativo de Assistente;
Eu não estou conseguindo ouvir a voz dela e já testei o som;
Eu não estou consiguindo abrir o meu google assistente! Esta falando que presciso de algu;
"Eu não estou entendendo, o app fala que eu tenho que tem um dispositivo com o Android 5 ou superior, e tbm ter 1 GB de RAM ou superior, mais o meu Android é 6 e eu tenho 1 GB de RAM[.]";
eu não gostei;
Eu não gostei disso também eu tava no Google Play pesquisei Google assistente tava escrito instalar aí eu instalei apareceu Google assistente não é compatível palhaçada Google porque não coloca não é compatível com essa versão não coloca instalar;
Eu não gostei do app pq no meu lg k8 fala que não ta disponivel para esse celular;
"Eu não gostei,toda hora que eu ia falar,ela falaDesculpa,fale de novo tente novamente antes não acontecia isso,a gente conversava com ela normal";
Eu não sei por que não pega o Google assistente no meu celular?;
"Eu não tinha conseguido abrir o aplicativo no meu aparelho, ‘‘mas’ ’ descobri que eu tinha que ter o Google instalado no celular[.]";
Eu nao to conseguindo abrir o google assistenta;
Eu nao tô conseguindo intender o que ouve com a voz do app ficou em ingles sem eu mexer em qulquer configuração me ajudem pois eu preciso de assistencia;
Eu não vou dar cinco estrelinhas porque não escreve os palavrões que eu falo;
"Eu nem se quer baixei o app, e ele não para de enviar mensagens";
eu nunca coisa que eu não gostei foi que ele quando você desinstala ele e depois instala de novo ele guarda as conversas que antes de você eu queria que tu tivesse apagado as conversas de antes;
Eu odeio assistente Google ela fica me perturbando toda hora;
Eu odeio mais so instalo de novo pq eu preciso;
Eu odiei;
Eu perguntei se o Google queria ficar comigo E ELA ME DEU UM FORA ������;
"Eu queria muito poder usar mais ele, o principal defeito é não funcionar com a tela bloqueada, pelo menos no meu xiaomi, seria muito agradável poder realizar tarefas a alguma distância sem precisar pegar o celular, o que na minha opinião seria a principal função de uma assistente";
Eu queria q ele me falase a musica e nao falou;
Eu queria saber por qual motivo não está funcionando o desbloqueio de tela por voz no Moto G6 Plus[.];
Eu queria saber por que a Google Assistente não está disponível mais no meu J2 Pro se ele cumpre os requisitos para funcionar;
EU QUERIA UMA ASSISTENTE GOOGLE PARA MIM MAIS EU NÃO CONSIGO ACESSAR A ELA;
Eu quero que ela me chame de chefe e não dá ela abre o Wikipedia;
Eu quero que esse app seja compatível com meu celular J1[.];
"Eu quero saber porque o meu não funciona,meu celular é um Android acima da versão necessária,o app do Google também,e já vi vários tutoriais explicando,";
Eu quero saber porque que não pega em todo o telefone no meu mesmo que Motorola não pega por que que é isso hein Google assistente;
Eu só não gostei dele pelo fato de que nesse meu celular j1 mini ele não é aceitável;
"Eu sou cliente Google one, e de nada serve";
Eu tenho o Android 5.1 e não está pegando no meu o APP baixa e quando abre fala que o celular não tem o necessário;
Eu tenho omeu celular e aparece que nao esta compativel eu nao gostei disso;
"Eu tenho todos os requisitos e não funciona, só o ódio";
"eu tenho todos os requisitos ele precisa de um Android acima de 5.0 e o meu Android é de 5.1.1 e ele é compatível, e ele também precisa do Goo…";
Eu tenho todos requisitos;
Eu tenho um j120h e estalei e não consigo usar abaixei alguns app que requer aqaguei o cachê de tudo e mesmo assim não vai;
"Eu tenho um Xiaomi redmi 5 pro, e eu não estou conseguindo configurar meu Google assistente";
Eu tentei baixar mais ele não está mais disponível no meu Galaxy j5 prime;
"eu tento abrir o aplicativo mais ele diz oara configurar a conta e tente novamente,vou desistalar infelizmente";
Eu tento ativar com a minha voz mais ele não reconhece então não consigo cadastra e isso tem me deixado muito insatisfeita;
eu tinha esse app é muito bom mais fo nada saiu e agr nao pwga meu no meu celular obs: meu aparelho é o j7 metal;
"Eu tive esse app por um tempo e era ótimo, funcionava muito bem, até parar de funcionar do nada[.]";
"Eu to jogando completamente calado dunada ele entra e eu perco a partuda,resumido esse app e um lixo";
"Eu toda hora que abro e fecho não consigo entrar em nenhum aplicativo sem reiniciar e começa a entrar em aplicativos aleatório,odiei";
Eu uso o Samsung J7 metal; meu Android é 8.1.0. Pq nn funciona??
Eu vou dar 4 estrelas porque o meu é Lenovo C2 e não pega;
"Exemplo: quando digo Enviar mensagem via WhatsApp para Eduardo Santos ela retorna Há 3 correspondencias com este nome, Eduardo Santos, Marcos Eduardo e Tiago Eduardo";
Existe um problema na hora de gravar minha voz;
"Existem bastantes utilidades mais o app não deixa muito claro quais são seus atalhos, e eu não o utilizo muito no dia a dia";
"Existem muitas limitações, as vezes você pode algo e ele manda um tutorial para você fazer[.]";
facilitar! Não reconhece minha voz ou inicia por comando de voz apenas manualmente;
Faço a configuração hora que volto ela desativa[.];
"fala do ok Google, parou de funcionar, diz que não está disponível para o idioma português Brasil, até Dias atrás estava tudo ok";
Fala q o idioma não é compatível[.];
Fala que App não está disponível;
Fala que não é compatível com o meu dispositivo o meu celular é Moto G3;
Fala que não está compatível ���;
falando que nao esta disponível no meu dispositivo;
"Falha algumas vezes em reconhecer o que quero que ele faça, ‘‘mas’ ’ com um pouco de esforço funciona[.]";
Falhas na interação com o despertador[.];
falo be m portugues ‘‘mas’ ’ [.];
Falo mil vezes e não acontece nada[.];
Falo ok google e não responde[.];
"Falta adicionar Português - Portugal, só tem Português - Brasil[.][.][.]";
Falta colocar mais funcoes offline;
falta evoluir muito ainda[.];
"Falta manutenção ,app ótimo,’’mas’ ’ de repente dá falha, pára de funcionar[.]�";
Falta muita coisa[.];
"Falta o idioma português, o mesmo só suporta português brasileiro e não português de Portugal";
Faltam mais opções de vozes;
Fecha quando peço pra ver lista de compras;
Fica abrindo sozinho isso e muito chato afff�;
"Fica abrindo sozinho quando executo os gestos da miui (puxar para cima) no Android 10 no aparelho mi 9 se, extremamente irritante^";
Fica abrindo sozinho toda hora quando eu conecto com um fone de ouvido via bluetooth[.];
"Fica abrindo sozinho, toda vez que conecto o fone de ouvido";
Fica abrindo toda hora de forma aleatória;
"Fica abrindo uma tela de saudações sobre outros aplicativos sem qualquer requisição minha, muito ruim e chato, pois se estou no trânsito usando waze esta tela fica na frente da tela do waze, ai preciso tirar a mão do volante para fechar esta tela chata";
Fica aparecendo o Ativar no rodapé do celular[.];
"Fica dando conflito e tentando ler a tela, e quando isso acontece o telefone para de tocar ao receber ligações[.]";
"Fica dando muita falha, toda hora fecha o aplicativo";
Fica dizendo que não tá disponível no meu celular;
Fica entrando no meu celular no meio das minhas ligações desligado tudo aff;
Fica entrando toda hr que nao peço;
fica horrível para de mexer por causa que ficauma borda verde onde eu tenho que clicar daí eu sempre tenho que mudar repete tudo que eu falo ou faço no c…;
Fica se ativando sozinho e atrapalha muito;
Fica sempre cinza[.];
Fica travado;
Fica uma mensagem no Voice match de que o recurso não está disponível para o idioma e não consigo habilitar a função[.];
fico repetindo e nada acontece;
Ficou absolutamente inútil! NADA FUNCIONA!;
Ficou um saco utilizar desse jeito;
"Finalmente consegui instalar,";
fiquei com um pouco de medo da assistente kkkk e minha mãe tbm ficou meio paranoica com a assistente então desinstalei kkk ��� serio deu um medinho;
"Fiz de tudo, eu tenho Android 6.0, 1800 de píxeis, tenho o Google atualizado , Servicios do Google , espaço suficiente, e ainda não consigo entrar -_-";
Fiz Reset no meu celular e igual os outros estão falando não está funcionando no meu celular ��;
Fiz tudo o que me pediram e mesmo assim nada;
Foi apior coisa que fizeram ate agora e vao toma bem no ������de vcs;
"foi bom um dia, agora ele aceita qualquer voz , não só a minha, como era a um tempo atrás... ele é acionado até com a voz que sai da televisão, fica até chato toda hora ele acionando sem eu querer[.]";
Foi excluida a opção de tocar podcast e a função de tocar música não funciona ...;
Foi horrível e também ela troca as palavras;
Foi horrível não deu de nenhum jeito eu conseguir instalar eu não baixaria de novo;
for compatível nem instala! Ao abrir o assistente informa que não está disponível no aparelho e que é necessário alguns itens!;
Fora que várias vezes a gente fala ok Google e depois ele nem escuta a gente falando;
"Fotos os dias despertava o celular e falava a previsão de tempo, agora não funciona mais[.]";
"Fui abrir o aplicativo hoje e apareceu uma mensagem dizendo que não está mais disponível no meu aparelho, não sei pq";
"Fui informadaporvarias veses como deveria agir quando nâo sabia oque faser paraachar oque ,estava procurando";
"Fui tentar baixar no meu celular (LG K4) infelizmente não consegui, “não é compativel";
Funciona apenas em algums celulares mais não funciona no meu[.];
"Funciona durante uns dois dias, depois para de funcionar aí eu tenho que desinstalar e instalar dnv";
"Funciona mais as vezes, não reconhece o comando de voz ok Google";
"Funciona no meu tablet Samsung(android5) , funciona no zenfone(android8.1), não funciona nem com reza no android9";
Funciona porcamente no One Plus 6t[.];
Funciona quando quer!;
funciona so se for falando dentro do cu de um funcionário ndo google;
Funcionava a algum tempo hoje ele não dá jeito de reconhecer o meu Ok Google já tentei todas as formas e tutoriais possível sério que raiva e foi do nada...;
Funcionava antes agora funciona mais diz q app não ta disponível[.];
"Funcionava bem em meu Moto G6 até atualização para o Android 9, agora a assistente nao me responde e tenho q iniciar o recurso manualmente[.]";
Funcionava perfeitamente ‘‘mas’ ’ parou do nada[.];
"Funcionava perfeitamente bem no meu A50, do nada está dando que não é mais compatível com o aparelho! Se alguém souber me dá uma luz por favor";
"Funcionou por 2 meses no meu celular, do nada ontem foi utilizar o comando por voz, e não deu mais, apareceu a mensagem que não estava disponível no meu dispositivo";
funções de rotina pararam de funcionar;
funçoes e configuraçoes do assistente do app google;
Gando eu falo ok Google não aparece;
Gente alquem me explica por que existe um app da Google assistente sendo se é só você aperta a bolinha segura e pronto não presica istalla esse app pra te o Google assistente sendo se já tem no seu celular androide;
"gente arrumem o App,não está saindo a voz!! desinstalando";
"Gente então, meu Android é o 5.1.1, eu instalei o aplicativo do assistente e o Google mais atualizado, ‘porém’ eu abro o app e ele diz que não está disponível para este dispositivo, se puderem corrigir esse erro e realmente disponibilizar para o Android 5, será uma notícia muitíssimo mais do que anima…";
Gente eu não tô conseguindo usar[.];
Gente p quem não funciona o Google Voice quando o celular está desligado;
google assistente ao diz Continua parando não consigo nem falar já paralisa o Apk e fecha enesperadamente;
"Google Assistente é muito fraco Amazon, tem a Alexa, a Apple tem a Siri";
Google assistente e muito rui nao gostei Dele;
"Google assistente não é nada útil, Repare esse erro";
Google assistente que nada quando eu app abre página do google normal;
GOOGLE É MEIO CHATA EMFIN EU Ñ GOSTO MUITO[.];
Google espero que resolvam este problema depressa;
Google eu queria que vocês deixassem compatível pro Galaxy J1 ‘‘mas’ ’ tá show;
Google LLC por favor coloca google assistente em selulares fracos no meu selular è um LG K10 LTE e não comsigo mecher no app ele fala[.];
Google me ajuda eu estalo o app mais não consigo usar por que meu dispositivo e incompatível mais ele tem os requisitos;
Google por favor arrume isso ������ por favor [.];
GOOGLE por favor resolvam isso!;
"Google, conserte isso imediatamente, nós consumidores digitai...";
